id,funding_check,funding_check_oi,paper_set
journal.pbio.1002060,NA,"Public funding agencies invest considerable resources in the generation of research reagents, and the return on this investment is maximized when those reagents are shared.

Another example from the mouse research community is the International Knockout Mouse Consortium (IKMC) and the associated International Mouse Phenotyping Consortium (IMPC), which were created and supported by several international funding agencies.",../_papers/plos_biology.rds
journal.pbio.3002456,NA,"We urge that funding bodies and ethics committees recognise that if they ask for sex inclusion, they will need to allow researchers to have more subjects and budget to gain robust statistical inference and, therefore, robust conclusions (cf.",../_papers/plos_biology.rds
journal.pbio.3002468,NA,"Impairment of axonal targeting to the OB was further supported by the existence of wandering axons unable to terminally synapse with glomeruli and stochastically projecting to the inner layers of the OB (S3C’ Fig, left-bottom panel (arrows)).

Impairment of axonal targeting to the OB was further supported by the existence of wandering axons unable to terminally synapse with glomeruli and stochastically projecting to the inner layers of the OB (S3C’ Fig, left-bottom panel (arrows)).",../_papers/plos_biology.rds
journal.pclm.0000012,"In the US, the federal-level Climate-Ready States and Cities Program supported by the Centers for Disease Control and Prevention (CDC) was conceived and implemented with this sort of national-level enabling in mind; however, reviews have documented barriers including resources and knowledge among others, though amid positive results [39, 51].",NA,../_papers/plos_climate.rds
journal.pclm.0000075,Respondents highlighted that the cocoa sector had received much support from the Colombian Government and international development. Respondents highlighted that the cocoa sector had received much support from the Colombian Government and international development. Respondents highlighted that the cocoa sector had received much support from the Colombian Government and international development.,NA,../_papers/plos_climate.rds
journal.pclm.0000181,"Our analysis focuses on technologies that have demonstrated high impact potential, as supported by the peer-reviewed literature, rather than more futuristic options such as indoor farming or microalgal and fungal foods [59,60].",NA,../_papers/plos_climate.rds
journal.pclm.0000280,"They are supported by the National Steering Committee on Peacebuilding and Conflict Management (NSCPCM), mostly through the Peace Forums, which act at the provincial level as coordinating mechanisms, hence linking national and sub-national efforts. They are supported by the National Steering Committee on Peacebuilding and Conflict Management (NSCPCM), mostly through the Peace Forums, which act at the provincial level as coordinating mechanisms, hence linking national and sub-national efforts.",NA,../_papers/plos_climate.rds
journal.pclm.0000297,"Our survey of framing researchers suggests that when scholars successfully publish non-significant effects, these were typically bundled together with other, significant effects to increase publication chances.",NA,../_papers/plos_climate.rds
journal.pclm.0000425,"Funding for local authorities has been considerably reduced [9], exacerbating regional inequalities.",NA,../_papers/plos_climate.rds
journal.pclm.0000501,"Vanilla certification programs are often sponsored by NGOs and certify farmers’ production of sustainable vanilla (e.g., Fairtrade and Organic certifications) and aim to support price stabilization [40,42]. Vanilla certification programs are often sponsored by NGOs and certify farmers’ production of sustainable vanilla (e.g., Fairtrade and Organic certifications) and aim to support price stabilization [40,42].",NA,../_papers/plos_climate.rds
journal.pclm.0000512,"Ethics approval and inclusivity in global research: Ethics approvals have been granted from the Institutional Review Board (IRB) of the BRAC James P Grant School of Public Health, BRAC University (ref: IRB-19 November’20–050) in Bangladesh and from the National Bioethics Committee in Haiti (ref: 2021–10/2425–3). Ethics approval and inclusivity in global research: Ethics approvals have been granted from the Institutional Review Board (IRB) of the BRAC James P Grant School of Public Health, BRAC University (ref: IRB-19 November’20–050) in Bangladesh and from the National Bioethics Committee in Haiti (ref: 2021–10/2425–3).",NA,../_papers/plos_climate.rds
journal.pclm.0000546,"Funding relevant climate change adaptation plans was primarily discussed by the federal government (CA) [44,46–48]. Funding relevant climate change adaptation plans was primarily discussed by the federal government (CA) [44,46–48]. Funding relevant climate change adaptation plans was primarily discussed by the federal government (CA) [44,46–48].",NA,../_papers/plos_climate.rds
